Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,sex_F,age,address_U,famsize_GT3,Pstatus_T,schoolsup_yes,famsup_yes,higher_yes,internet_yes,romantic_yes,G3,y_true,y_pred,signed_error,regression_error
1,1,4,3,0,4,3,2,1,2,4,2,8,8,1,18,0,1,1,0,0,1,1,0,10,10,8.2106,1.7894000000000003,1.7894000000000003
4,2,2,3,2,5,4,3,1,1,3,4,15,14,1,20,1,1,1,0,1,1,1,1,15,15,13.9157,1.0843000000000007,1.0843000000000007
4,4,1,2,0,5,4,3,3,4,2,4,8,9,1,18,0,0,1,0,0,1,1,0,10,10,8.7026,1.2973999999999997,1.2973999999999997
3,3,1,2,0,4,1,3,1,2,1,0,15,15,1,18,1,1,1,0,0,1,1,1,15,15,15.2424,-0.2423999999999999,0.2423999999999999
3,1,1,2,0,4,5,4,2,3,1,17,10,10,1,17,0,1,1,0,1,1,1,0,10,10,10.3914,-0.3914000000000008,0.3914000000000008
4,4,1,2,0,3,2,4,1,4,2,4,15,14,0,18,1,1,1,0,0,1,1,0,14,14,14.3526,-0.3526000000000007,0.3526000000000007
2,1,2,1,0,4,4,3,1,3,5,5,7,6,0,18,0,1,1,0,0,1,1,1,7,7,6.0016,0.9984000000000002,0.9984000000000002
2,3,2,2,0,4,4,3,1,1,3,2,11,11,0,17,1,1,1,0,0,1,1,0,10,10,11.0315,-1.0314999999999994,1.0314999999999994
1,1,2,1,1,4,3,2,1,3,5,0,6,5,0,19,0,1,1,0,0,1,0,0,0,0,5.156,-5.156,5.156
4,2,2,1,1,5,4,3,4,3,3,14,6,5,0,18,0,1,1,0,0,1,0,0,5,5,5.1667,-0.1666999999999996,0.1666999999999996
2,2,2,3,0,5,3,3,1,3,4,2,10,9,1,18,0,1,1,0,0,1,0,0,10,10,9.3803,0.6196999999999999,0.6196999999999999
4,4,3,1,0,4,4,3,2,2,5,7,6,5,1,18,0,1,1,0,1,1,1,1,6,6,4.9009,1.0991,1.0991
2,3,1,3,1,5,4,2,1,2,5,0,7,5,1,19,0,1,1,0,0,1,1,0,0,0,4.4279,-4.4279,4.4279
3,1,1,2,0,4,3,4,1,1,1,0,7,9,1,18,1,0,1,0,1,1,1,0,8,8,8.9193,-0.9192999999999998,0.9192999999999998
1,1,2,2,1,1,1,1,1,1,5,0,6,5,1,18,1,1,1,0,0,1,0,0,0,0,4.9059,-4.9059,4.9059
2,2,1,2,2,5,5,4,4,5,4,11,9,9,0,20,1,0,0,0,1,1,0,0,9,9,9.2794,-0.2794000000000007,0.2794000000000007
3,1,2,1,0,2,4,5,3,4,2,3,14,16,0,17,1,0,1,0,0,1,1,0,16,16,16.2816,-0.2816000000000009,0.2816000000000009
1,1,1,1,3,5,5,3,3,3,3,3,10,8,0,21,0,1,1,0,0,1,0,0,7,7,7.8418,-0.8418000000000001,0.8418000000000001
3,2,3,1,0,4,4,1,3,4,5,0,11,12,0,18,0,0,1,0,0,1,1,0,10,10,12.2215,-2.2215000000000007,2.2215000000000007
1,1,1,1,0,3,2,3,3,3,5,5,8,9,0,19,1,0,1,0,0,1,1,0,9,9,8.9993,0.0007000000000001,0.0007000000000001
2,3,2,3,0,3,2,3,2,2,1,4,13,12,0,16,1,1,1,0,1,1,1,1,13,13,12.2418,0.7582000000000004,0.7582000000000004
2,1,1,2,3,5,4,5,1,3,5,10,10,9,1,18,1,1,1,0,1,0,1,1,8,8,8.4754,-0.4754000000000005,0.4754000000000005
2,1,3,1,0,3,2,2,1,2,5,8,11,10,1,17,1,0,0,0,1,1,1,0,11,11,11.0879,-0.0878999999999994,0.0878999999999994
2,1,4,1,0,3,2,1,1,1,2,4,9,9,0,16,1,1,1,0,0,1,0,0,11,11,9.855,1.1449999999999996,1.1449999999999996
2,2,1,1,1,5,3,4,1,1,5,12,13,11,1,16,1,1,0,0,0,1,0,0,11,11,11.8677,-0.8676999999999992,0.8676999999999992
1,1,4,2,0,5,1,3,1,1,3,0,14,13,1,16,0,1,1,0,1,1,0,0,13,13,14.2828,-1.2828,1.2828
3,1,2,1,0,3,3,4,4,5,4,2,11,11,0,18,1,0,1,0,0,1,1,1,12,12,11.1081,0.8918999999999997,0.8918999999999997
3,2,1,3,0,4,3,3,5,1,5,10,12,11,1,18,1,1,0,0,1,1,1,1,11,11,11.1385,-0.1385000000000005,0.1385000000000005
1,1,2,1,0,3,3,3,1,2,1,8,12,11,1,16,0,1,1,0,1,1,0,1,11,11,11.865,-0.8650000000000002,0.8650000000000002
1,1,3,1,1,5,5,5,1,1,1,2,8,9,1,15,0,1,1,0,0,1,1,1,9,9,8.4109,0.5891000000000002,0.5891000000000002
3,3,1,2,0,1,3,2,2,3,1,24,9,8,1,15,1,1,0,0,0,1,0,1,9,9,7.9845,1.0155000000000003,1.0155000000000003
4,4,1,3,0,5,3,3,1,3,5,0,15,13,0,16,1,1,1,0,1,1,1,0,13,13,13.2346,-0.2346000000000003,0.2346000000000003
2,1,2,1,0,4,4,2,1,1,5,0,11,10,1,15,1,0,0,0,1,0,1,1,10,10,10.3812,-0.3811999999999997,0.3811999999999997
1,2,1,2,0,2,3,4,2,4,1,6,11,11,1,15,1,1,1,0,0,1,0,1,11,11,10.5655,0.4344999999999999,0.4344999999999999
1,2,2,1,2,4,4,5,3,5,5,0,9,8,0,16,1,0,1,0,0,1,1,0,10,10,7.4468,2.5532000000000004,2.5532000000000004
3,2,2,2,2,4,4,4,1,4,3,4,7,6,0,17,0,1,1,1,1,1,1,1,8,8,5.3214,2.6786000000000003,2.6786000000000003
1,2,2,1,0,4,4,4,2,4,5,2,8,9,0,15,1,0,1,0,0,1,0,0,10,10,8.9221,1.0778999999999996,1.0778999999999996
1,3,1,1,1,5,3,3,1,4,2,2,9,8,0,16,1,1,1,0,0,0,1,0,8,8,7.6355,0.3644999999999996,0.3644999999999996
3,2,2,1,3,4,5,2,1,1,2,10,8,7,0,17,1,1,1,0,1,0,0,0,8,8,6.5966,1.4034000000000004,1.4034000000000004
4,1,1,2,0,5,3,3,1,2,5,0,14,13,1,16,1,1,0,0,0,1,1,1,13,13,13.4392,-0.4391999999999996,0.4391999999999996
2,4,2,2,1,4,3,3,1,1,3,18,10,10,1,18,1,0,0,0,1,1,1,0,10,10,10.3013,-0.3012999999999994,0.3012999999999994
2,2,1,2,1,5,3,1,1,1,5,16,9,8,1,18,1,0,1,0,1,1,1,1,10,10,7.741,2.2590000000000003,2.2590000000000003
3,3,2,1,1,4,1,1,1,1,3,14,8,7,1,18,1,1,1,0,0,0,1,0,7,7,6.7019,0.2980999999999998,0.2980999999999998
2,2,1,1,1,4,4,3,2,2,1,26,7,8,0,18,1,1,1,0,1,0,1,1,8,8,7.7936,0.2064000000000003,0.2064000000000003
4,4,1,1,0,4,2,1,1,2,5,6,10,8,0,17,1,1,1,0,1,1,1,0,9,9,7.9285,1.0715000000000003,1.0715000000000003
3,2,1,2,0,5,4,2,1,1,3,4,14,14,1,17,1,1,1,0,0,1,0,0,15,15,14.2868,0.7132000000000005,0.7132000000000005
1,1,1,3,0,4,3,2,1,2,4,10,11,10,1,17,1,0,1,0,1,1,1,1,10,10,9.9009,0.0990999999999999,0.0990999999999999
1,2,1,1,0,5,3,5,1,2,5,4,12,11,1,16,1,1,1,0,0,0,1,0,11,11,11.2574,-0.2574000000000005,0.2574000000000005
1,4,4,1,1,5,5,4,1,1,5,14,9,9,1,17,0,0,0,0,1,1,1,0,8,8,9.5571,-1.5571000000000002,1.5571000000000002
2,2,1,1,1,3,1,2,1,1,1,8,11,9,1,17,1,0,0,0,1,0,1,0,10,10,9.2856,0.7143999999999995,0.7143999999999995
1,1,2,3,0,4,3,3,1,3,5,4,15,14,1,17,0,0,1,0,0,1,1,0,15,15,14.3493,0.6507000000000005,0.6507000000000005
4,2,1,2,0,4,3,2,1,1,4,4,15,14,1,17,1,0,0,0,1,1,0,0,14,14,14.9372,-0.9372000000000008,0.9372000000000008
4,4,1,2,0,5,3,1,1,4,5,2,11,11,1,17,1,1,1,0,1,1,1,1,12,12,10.7438,1.2561999999999998,1.2561999999999998
1,1,2,3,0,4,3,3,1,1,1,2,13,14,0,17,0,1,1,0,0,1,1,1,15,15,13.5557,1.4443,1.4443
3,3,2,3,0,4,2,2,2,3,5,10,11,11,1,17,1,1,1,0,1,1,1,1,11,11,10.8225,0.1775000000000002,0.1775000000000002
1,1,1,2,0,4,3,2,1,1,4,10,10,9,1,17,1,1,1,1,0,1,0,1,10,10,8.9584,1.0416000000000007,1.0416000000000007
1,1,1,2,0,4,3,4,1,2,5,4,11,10,1,17,1,1,1,0,1,1,0,0,11,11,10.2977,0.7022999999999993,0.7022999999999993
2,1,1,2,0,4,3,4,1,3,5,2,12,12,1,18,1,0,0,0,1,1,1,1,13,13,12.4044,0.5955999999999992,0.5955999999999992
2,2,1,2,0,4,3,3,1,1,5,0,10,10,1,19,1,1,1,0,1,1,1,0,11,11,9.6622,1.3377999999999997,1.3377999999999997
2,1,3,2,1,4,4,5,4,4,5,4,11,10,0,18,1,0,1,0,0,0,1,0,11,11,10.0144,0.9855999999999998,0.9855999999999998
4,2,1,3,0,4,3,4,1,3,5,2,11,12,1,17,0,1,1,0,1,1,1,0,14,14,11.7995,2.2005,2.2005
1,1,1,3,0,4,4,3,2,3,3,4,11,12,1,18,1,0,1,0,1,1,0,0,14,14,12.0487,1.9513,1.9513
2,2,1,2,0,3,2,3,1,1,5,4,11,11,1,18,0,1,1,1,0,1,0,0,13,13,10.8112,2.1888000000000005,2.1888000000000005
2,2,2,1,0,5,2,2,1,1,4,0,9,10,0,17,0,1,1,0,0,0,0,0,10,10,9.8533,0.1466999999999991,0.1466999999999991
2,1,2,2,0,1,2,3,1,2,2,8,10,12,1,20,0,1,1,0,1,0,1,1,12,12,11.497,0.5030000000000001,0.5030000000000001
2,2,2,1,0,4,4,4,2,3,4,8,8,8,0,17,1,1,1,0,0,0,1,0,9,9,7.9156,1.0843999999999996,1.0843999999999996
2,1,1,2,0,4,2,5,1,2,1,8,14,14,1,18,1,1,1,0,1,1,1,1,15,15,14.3313,0.6686999999999994,0.6686999999999994
2,2,3,3,0,4,2,3,1,1,1,8,13,15,1,17,1,1,1,0,1,1,1,1,15,15,15.0608,-0.0608000000000004,0.0608000000000004
3,2,1,2,1,3,3,3,4,3,3,0,9,8,1,19,0,1,1,1,1,0,1,0,10,10,7.2579,2.7421,2.7421
1,2,2,1,0,3,4,4,2,4,4,10,10,10,0,18,1,1,1,0,0,0,1,0,11,11,10.1119,0.8880999999999997,0.8880999999999997
2,1,2,2,0,4,3,1,1,1,5,10,12,13,1,18,1,1,1,0,0,1,1,1,14,14,12.9261,1.0739,1.0739
4,4,2,3,0,5,3,4,1,1,5,0,7,7,1,17,0,1,1,0,1,1,1,0,8,8,6.247,1.753,1.753
2,1,2,3,1,4,3,1,1,1,5,0,9,10,0,19,0,0,1,0,0,1,1,1,11,11,8.8802,2.1198,2.1198
1,4,1,2,0,3,4,4,1,2,5,2,10,10,1,18,1,1,1,1,1,1,0,1,11,11,9.5298,1.4702000000000002,1.4702000000000002
2,3,2,2,0,4,2,1,1,1,3,2,11,12,1,17,1,1,1,0,0,1,1,1,14,14,11.3464,2.653600000000001,2.653600000000001
4,4,1,1,0,4,4,4,1,1,5,2,15,16,1,17,0,1,1,0,0,1,1,0,17,17,15.9105,1.0894999999999992,1.0894999999999992
4,3,2,1,0,3,2,4,1,4,1,8,12,12,1,18,1,0,1,0,1,1,1,0,15,15,12.5019,2.498100000000001,2.498100000000001
3,3,1,2,0,4,1,4,1,1,3,8,11,12,1,18,1,1,1,0,1,1,1,0,14,14,11.9235,2.0765,2.0765
4,2,2,2,0,5,4,4,1,1,1,9,11,10,0,19,1,1,1,0,1,1,1,1,10,10,10.1711,-0.1710999999999991,0.1710999999999991
3,4,1,1,0,5,4,4,1,1,1,4,11,12,1,18,1,1,1,0,1,1,1,1,14,14,11.6845,2.3155,2.3155
4,4,1,1,0,5,3,4,1,2,5,2,14,15,1,17,1,1,1,0,0,1,1,0,17,17,15.1162,1.8838000000000008,1.8838000000000008
3,3,1,2,0,5,3,3,1,1,5,0,12,12,1,17,1,0,0,1,1,1,1,0,13,13,12.4641,0.5358999999999998,0.5358999999999998
2,1,1,2,0,4,2,3,2,2,2,2,11,12,1,17,1,0,1,0,0,1,1,0,14,14,11.7214,2.278600000000001,2.278600000000001
4,4,1,1,0,4,2,5,3,4,5,2,8,9,0,18,1,0,1,0,1,1,1,0,11,11,8.6062,2.3938000000000006,2.3938000000000006
1,1,3,3,0,1,5,5,4,3,5,12,10,10,1,19,1,1,1,0,0,0,0,1,11,11,9.5955,1.4045000000000003,1.4045000000000003
1,1,3,2,2,5,3,4,1,1,4,2,8,8,1,19,1,0,0,0,1,1,1,1,9,9,7.7824,1.2176,1.2176
2,2,1,1,0,4,3,5,2,4,5,2,10,10,1,18,1,1,1,0,1,1,1,1,10,10,9.8483,0.1516999999999999,0.1516999999999999
1,1,2,3,0,4,5,5,1,2,2,0,14,14,1,18,1,1,1,0,0,1,1,0,14,14,14.07,-0.0700000000000002,0.0700000000000002
3,3,1,1,0,4,2,5,2,5,5,2,11,12,1,17,1,1,1,0,1,1,1,0,11,11,12.1508,-1.1508000000000005,1.1508000000000005
3,2,1,1,0,5,3,4,2,2,5,0,11,10,0,19,0,1,1,0,1,1,0,1,10,10,9.9853,0.0146999999999994,0.0146999999999994
2,2,4,2,0,4,2,5,1,1,2,2,10,9,1,18,1,1,1,0,0,1,0,1,10,10,9.0048,0.9952000000000004,0.9952000000000004
2,2,1,1,0,5,4,2,1,2,5,6,15,14,0,18,1,1,1,0,0,1,1,0,15,15,14.5311,0.4688999999999996,0.4688999999999996
2,1,2,2,0,4,3,4,2,2,1,10,12,15,1,17,1,1,1,0,1,1,1,1,15,15,15.0963,-0.0962999999999993,0.0962999999999993
2,1,1,2,0,4,3,5,2,4,4,4,12,16,1,17,1,1,1,0,1,1,1,0,16,16,16.1632,-0.1631999999999998,0.1631999999999998
2,3,2,1,1,2,2,3,3,4,5,16,10,11,1,19,1,0,0,0,0,0,1,0,11,11,11.1331,-0.1331000000000006,0.1331000000000006
3,1,1,1,1,4,1,2,1,1,3,6,10,13,1,17,1,1,1,0,1,1,1,1,13,13,12.552,0.4480000000000004,0.4480000000000004
4,4,1,3,2,3,3,2,1,1,5,0,9,12,1,21,1,0,1,0,0,1,1,0,12,12,10.354,1.6460000000000008,1.6460000000000008
2,2,1,2,0,4,4,4,1,3,3,11,9,11,0,18,1,0,1,0,1,0,1,0,12,12,11.0482,0.9518000000000004,0.9518000000000004
3,4,1,2,0,4,3,5,1,4,2,9,13,14,0,18,1,0,0,0,0,1,1,1,15,15,14.2601,0.7399000000000004,0.7399000000000004
2,2,1,2,0,4,3,4,1,3,4,0,13,17,1,17,1,1,1,0,1,1,1,0,17,17,17.0111,-0.011099999999999,0.011099999999999
4,4,1,3,0,4,4,2,1,2,4,2,12,15,0,17,1,0,0,0,1,1,1,0,15,15,14.9336,0.0663999999999997,0.0663999999999997
4,2,1,2,0,4,2,2,1,1,3,0,14,17,1,18,1,0,1,0,1,1,1,0,17,17,17.0216,-0.0215999999999993,0.0215999999999993
1,1,2,2,2,5,3,3,5,2,4,21,9,10,0,21,0,0,1,0,1,0,1,1,10,10,9.5706,0.4293999999999993,0.4293999999999993
1,1,2,3,0,3,2,2,1,3,3,8,11,15,1,20,0,1,1,0,0,1,1,1,15,15,14.4472,0.5527999999999995,0.5527999999999995
4,4,1,1,1,3,2,5,4,4,5,5,9,10,1,19,1,1,1,0,1,1,1,1,11,11,9.1068,1.8932,1.8932
3,2,1,2,0,4,4,4,1,2,5,10,16,18,0,17,1,0,0,0,1,1,1,0,18,18,19.0443,-1.0442999999999998,1.0442999999999998
3,2,1,3,0,4,3,4,1,2,2,5,14,17,1,18,1,1,1,0,1,1,1,1,17,17,16.8623,0.1376999999999988,0.1376999999999988
2,3,1,1,0,3,1,3,4,5,4,13,13,14,0,18,0,1,1,0,0,1,1,0,14,14,14.0363,-0.0363000000000006,0.0363000000000006
2,1,1,1,0,5,3,4,1,4,4,10,7,11,0,19,1,1,1,0,0,1,1,0,11,11,10.9598,0.0402000000000004,0.0402000000000004
2,2,2,2,0,4,1,4,1,3,4,10,14,17,1,18,1,0,0,0,1,1,1,0,17,17,18.0328,-1.0328000000000015,1.0328000000000015
1,0,2,1,1,5,3,1,1,1,5,5,8,10,1,20,1,1,1,1,0,1,1,1,10,10,9.6104,0.3895999999999997,0.3895999999999997
3,2,1,2,0,3,1,2,1,2,1,4,10,13,1,18,1,1,1,0,1,1,1,1,13,13,12.3883,0.6117000000000008,0.6117000000000008
1,3,2,1,0,4,3,3,1,3,5,11,10,11,1,16,1,1,1,0,1,0,1,1,11,11,11.089,-0.0890000000000004,0.0890000000000004
2,2,2,2,0,4,4,4,1,1,5,0,12,12,1,16,0,1,1,0,1,1,1,0,12,12,11.9522,0.0478000000000005,0.0478000000000005
1,1,1,1,1,4,1,3,1,1,2,6,10,10,1,15,0,1,1,0,1,1,0,1,10,10,9.7212,0.2788000000000004,0.2788000000000004
3,3,2,1,0,5,4,4,2,3,5,4,10,10,1,15,0,1,1,0,1,1,1,0,11,11,10.1279,0.8720999999999997,0.8720999999999997
2,3,2,2,0,4,5,2,1,2,5,0,16,17,1,16,0,1,1,0,0,1,0,0,17,17,17.2146,-0.2146000000000008,0.2146000000000008
2,1,2,1,0,1,3,4,1,1,1,0,6,8,1,15,0,0,1,0,0,0,0,0,9,9,7.1363,1.8637,1.8637
4,4,1,2,0,5,3,2,1,3,2,5,10,11,0,16,0,0,0,0,1,1,0,0,11,11,11.3338,-0.3338000000000001,0.3338000000000001
1,2,1,3,0,4,4,3,1,1,5,0,10,11,0,16,1,1,0,1,0,1,1,0,11,11,10.7655,0.2345000000000006,0.2345000000000006
3,2,1,2,1,4,5,4,1,2,5,0,10,10,1,17,0,1,1,0,0,1,0,1,10,10,9.2108,0.7891999999999992,0.7891999999999992
1,1,1,1,1,5,4,4,2,2,5,0,6,6,1,17,0,1,1,0,1,0,1,0,7,7,5.3462,1.6538000000000004,1.6538000000000004
4,4,2,1,0,1,5,1,3,5,5,0,13,14,1,15,0,1,1,0,0,1,1,1,14,14,13.2251,0.7749000000000006,0.7749000000000006
2,2,2,4,0,1,2,1,1,1,1,4,10,9,1,16,1,0,0,0,0,0,0,1,11,11,8.4013,2.598699999999999,2.598699999999999
1,1,2,2,0,5,4,3,1,2,4,0,10,10,1,15,0,0,1,0,1,1,1,0,10,10,10.0379,-0.0379000000000004,0.0379000000000004
1,1,2,1,1,4,4,3,1,2,2,4,6,7,1,15,0,0,1,0,1,1,1,1,8,8,6.252,1.7480000000000002,1.7480000000000002
0,2,2,1,0,3,2,3,1,2,2,0,12,11,1,16,0,1,1,0,1,1,0,0,12,12,11.1851,0.8148999999999997,0.8148999999999997
2,3,2,1,0,5,5,5,1,3,3,2,10,11,1,17,0,1,1,0,1,1,1,0,12,12,11.092,0.9079999999999996,0.9079999999999996
3,3,2,1,0,4,1,3,1,1,4,0,14,16,1,15,0,1,1,0,0,1,1,0,16,16,15.9491,0.0509000000000003,0.0509000000000003
1,1,2,2,0,5,4,5,4,5,3,0,7,0,0,16,1,1,1,0,1,1,0,1,0,0,0.0147,-0.0147,0.0147
1,1,1,2,0,4,4,3,2,4,5,4,8,9,0,17,1,1,1,0,0,1,1,0,9,9,8.5727,0.4273000000000007,0.4273000000000007
4,1,1,2,0,5,3,4,1,2,2,0,12,13,0,15,0,0,1,0,1,1,1,0,14,14,13.1603,0.8397000000000006,0.8397000000000006
3,4,3,2,0,3,4,5,1,2,5,4,9,10,0,16,0,1,1,0,0,1,0,0,11,11,9.6225,1.3774999999999995,1.3774999999999995
1,1,4,2,0,5,4,5,2,4,4,8,7,9,0,15,0,1,1,0,1,1,0,1,9,9,9.2398,-0.2398000000000006,0.2398000000000006
3,3,1,2,0,5,3,3,1,1,5,0,11,11,0,15,1,0,1,0,1,1,1,0,11,11,10.8383,0.1616999999999997,0.1616999999999997
2,1,3,1,0,5,5,5,5,5,3,8,8,10,0,17,0,1,1,0,0,0,0,1,9,9,10.0055,-1.0054999999999996,1.0054999999999996
4,4,2,3,0,4,2,2,1,1,4,6,16,16,1,16,0,1,1,0,0,1,1,1,17,17,15.771,1.2289999999999992,1.2289999999999992
1,2,2,1,0,5,1,2,1,1,1,3,11,13,1,15,0,1,1,0,0,1,0,0,13,13,13.0479,-0.0479000000000002,0.0479000000000002
2,3,3,2,0,4,5,4,1,2,1,2,15,15,1,16,0,1,1,0,1,1,1,0,15,15,15.4088,-0.4087999999999994,0.4087999999999994
1,2,2,2,0,4,3,3,1,1,5,0,10,11,0,16,0,1,1,0,0,1,0,0,11,11,10.6409,0.3590999999999997,0.3590999999999997
2,2,3,2,0,4,4,5,1,1,4,4,9,10,1,16,0,1,1,0,1,1,1,0,11,11,9.8926,1.1074000000000002,1.1074000000000002
1,2,1,3,1,1,3,2,1,2,4,0,10,8,1,16,1,1,1,0,1,1,0,0,8,8,7.1735,0.8265000000000002,0.8265000000000002
2,1,1,2,0,4,4,2,3,3,2,0,9,10,1,15,1,1,1,1,1,1,1,0,9,9,9.7146,-0.7146000000000008,0.7146000000000008
1,1,1,2,0,5,4,3,2,1,2,0,13,14,1,16,1,1,1,0,1,1,0,1,15,15,13.9862,1.0137999999999998,1.0137999999999998
1,2,1,1,0,5,5,5,5,5,3,4,10,11,0,17,0,0,1,0,1,1,1,0,11,11,10.9341,0.0658999999999991,0.0658999999999991
1,1,4,4,0,4,3,2,1,1,1,0,13,10,1,16,0,1,1,0,1,1,1,0,13,13,10.2021,2.7979000000000003,2.7979000000000003
1,1,4,3,0,4,4,3,1,1,5,2,10,9,1,16,0,1,1,1,1,1,0,0,10,10,9.3846,0.6153999999999993,0.6153999999999993
1,1,2,2,0,4,3,3,1,1,2,1,11,10,1,15,0,1,1,0,1,1,1,0,11,11,9.9688,1.0312,1.0312
1,1,2,1,0,4,2,2,4,3,2,0,13,12,1,16,0,1,1,0,0,1,1,1,14,14,11.7533,2.2467000000000006,2.2467000000000006
1,1,3,2,0,4,2,1,1,2,2,0,13,14,1,15,0,1,1,0,1,1,0,0,14,14,14.4396,-0.4396000000000004,0.4396000000000004
2,2,1,3,0,4,4,3,2,2,5,2,14,11,1,15,0,0,1,1,1,1,0,0,12,12,11.3604,0.6395999999999997,0.6395999999999997
1,1,2,1,0,3,4,4,3,4,5,6,11,11,0,16,0,1,1,0,0,1,0,0,11,11,11.1792,-0.1791999999999998,0.1791999999999998
1,2,1,2,1,3,4,4,2,3,5,9,9,8,1,18,1,1,1,0,1,1,1,1,8,8,7.3532,0.6467999999999998,0.6467999999999998
3,1,2,1,0,3,2,3,1,3,4,0,10,9,0,15,1,1,1,0,1,1,0,0,11,11,9.3446,1.6554000000000002,1.6554000000000002
2,2,3,2,0,5,3,4,1,1,2,1,14,13,1,16,0,1,1,0,1,1,1,0,14,14,13.505,0.4949999999999992,0.4949999999999992
2,2,3,1,0,4,3,3,1,2,4,1,13,12,0,15,1,1,1,0,0,1,0,0,13,13,12.5437,0.4563000000000006,0.4563000000000006
4,4,1,2,0,4,3,1,1,1,3,0,13,12,0,16,1,1,1,0,1,1,0,1,13,13,11.7155,1.2844999999999995,1.2844999999999995
3,3,1,2,0,4,5,4,1,1,1,4,13,12,1,15,0,1,1,0,1,1,1,1,12,12,11.7086,0.2913999999999994,0.2913999999999994
2,2,2,2,1,4,4,4,2,3,5,2,12,11,1,16,0,1,1,0,1,1,0,0,12,12,11.0802,0.9198000000000004,0.9198000000000004
2,2,3,1,0,4,3,2,1,1,4,0,14,14,1,16,0,0,1,0,1,1,0,1,16,16,14.3832,1.6167999999999996,1.6167999999999996
2,1,2,1,0,2,4,3,2,3,4,4,10,8,0,16,1,0,1,0,1,1,1,0,10,10,8.0909,1.9091000000000005,1.9091000000000005
1,3,3,1,0,4,2,4,3,5,3,2,10,11,0,15,0,0,1,0,1,1,1,0,11,11,11.1125,-0.1125000000000007,0.1125000000000007
2,2,2,3,0,5,3,2,1,1,4,0,12,13,1,15,1,1,1,0,1,1,0,0,14,14,13.114,0.8859999999999992,0.8859999999999992
2,1,1,1,0,5,4,3,1,1,5,2,10,8,1,16,0,0,1,0,1,1,1,1,8,8,8.2926,-0.2926000000000002,0.2926000000000002
3,3,2,1,0,4,3,3,2,4,3,11,12,10,0,15,1,1,1,0,1,1,1,0,11,11,10.634,0.3659999999999996,0.3659999999999996
1,1,2,2,3,3,4,3,1,1,1,0,7,7,1,16,0,1,1,1,1,1,0,0,8,8,5.9187,2.0813,2.0813
2,2,1,1,0,4,5,3,1,1,5,4,9,9,1,17,1,1,1,0,1,0,0,0,10,10,9.2646,0.7354000000000003,0.7354000000000003
2,3,1,1,1,4,4,4,1,1,2,0,9,9,1,19,1,1,1,0,0,0,1,1,10,10,7.9974,2.0026,2.0026
2,1,3,1,0,5,5,3,1,1,3,2,9,10,1,17,0,1,1,0,1,0,0,1,11,11,10.6159,0.3841000000000001,0.3841000000000001
1,1,2,1,0,5,2,1,1,3,4,0,9,10,1,15,0,0,1,0,1,0,0,1,9,9,10.5724,-1.5724,1.5724
2,2,3,2,0,3,4,5,1,2,1,1,9,10,1,16,0,1,1,0,1,0,1,0,11,11,9.8921,1.1079000000000008,1.1079000000000008
2,2,1,1,0,4,3,4,1,2,1,6,7,7,1,16,1,0,0,0,1,0,0,0,8,8,7.2422,0.7577999999999996,0.7577999999999996
2,2,2,2,0,4,3,5,1,2,4,0,11,10,1,17,0,1,1,0,1,1,1,0,11,11,10.193,0.8070000000000004,0.8070000000000004
2,2,1,1,1,4,4,3,1,4,3,1,9,10,1,16,1,1,1,0,1,1,1,0,10,10,9.5687,0.4313000000000002,0.4313000000000002
3,2,2,3,2,3,3,2,1,1,2,6,7,9,1,18,0,0,0,0,1,0,0,1,10,10,7.971,2.029,2.029
1,1,1,3,1,5,3,1,1,1,3,6,7,9,1,19,1,1,1,0,0,0,0,1,9,9,8.1245,0.8755000000000006,0.8755000000000006
1,1,2,1,1,4,4,3,3,4,4,0,8,9,0,18,0,1,1,0,0,0,1,0,10,10,8.5882,1.4117999999999995,1.4117999999999995
1,1,2,1,1,3,2,3,1,1,2,4,9,11,1,18,0,1,1,0,0,0,1,1,10,10,10.3151,-0.3150999999999992,0.3150999999999992
1,1,2,2,1,1,1,4,4,1,1,12,7,8,1,19,1,1,1,0,1,1,1,1,9,9,6.5237,2.4763,2.4763
2,2,1,2,0,3,3,2,1,1,3,2,8,10,1,16,0,1,0,0,0,1,0,1,10,10,9.1341,0.8658999999999999,0.8658999999999999
0,1,2,1,0,2,4,4,3,5,5,5,9,9,1,17,1,1,1,0,0,1,0,0,10,10,8.8503,1.1496999999999993,1.1496999999999993
1,2,1,2,0,4,4,5,1,3,3,0,8,9,1,16,0,0,1,0,0,0,1,0,9,9,8.6151,0.3849,0.3849
3,3,1,1,0,4,5,4,1,1,4,0,14,13,1,16,1,1,1,0,0,0,1,1,13,13,13.0829,-0.0829000000000004,0.0829000000000004
1,1,1,1,0,4,4,4,2,2,4,2,14,14,1,16,0,0,1,0,1,1,1,1,14,14,14.4638,-0.4638000000000009,0.4638000000000009
3,3,2,4,1,5,4,5,3,4,5,0,10,11,0,17,1,1,1,0,1,1,0,0,10,10,10.679,-0.6790000000000003,0.6790000000000003
2,1,1,2,0,5,3,3,1,1,1,0,14,13,1,16,1,1,1,0,1,1,1,0,14,14,13.436,0.5640000000000001,0.5640000000000001
2,2,1,1,0,4,2,5,1,2,5,0,17,16,1,16,1,1,1,0,1,1,0,1,16,16,17.0235,-1.0234999999999983,1.0234999999999983
