age,priors_count,sex,race,true_class,predicted_class,errors
25,11,Male,African-American,1,1,0
54,3,Male,Caucasian,1,0,1
54,1,Female,Caucasian,0,0,0
41,1,Male,Caucasian,1,0,1
28,4,Male,African-American,1,1,0
47,0,Female,Caucasian,1,0,1
25,1,Male,African-American,0,0,0
25,4,Male,African-American,1,1,0
37,0,Female,African-American,0,0,0
31,3,Male,Caucasian,0,1,1
20,2,Male,African-American,1,1,0
35,7,Male,African-American,0,1,1
51,22,Male,African-American,1,1,0
23,1,Male,African-American,0,1,1
39,0,Male,Caucasian,0,0,0
23,0,Male,African-American,1,0,1
33,2,Male,Other,1,0,1
34,1,Male,Caucasian,0,0,0
41,5,Male,African-American,0,0,0
40,1,Male,Caucasian,0,1,1
45,7,Female,Caucasian,1,1,0
24,1,Male,African-American,1,0,1
49,1,Female,African-American,0,0,0
51,11,Male,African-American,1,0,1
47,14,Male,African-American,0,0,0
38,0,Female,Hispanic,0,1,1
20,1,Male,African-American,1,0,1
27,2,Male,African-American,1,0,1
26,1,Female,African-American,0,1,1
20,1,Male,African-American,1,1,0
28,0,Male,Hispanic,0,0,0
22,3,Male,Caucasian,1,1,0
25,7,Male,African-American,0,1,1
24,2,Female,African-American,1,0,1
26,1,Male,African-American,0,1,1
32,4,Male,African-American,1,1,0
24,2,Male,African-American,1,1,0
27,0,Female,Caucasian,0,0,0
57,6,Male,Caucasian,0,0,0
33,0,Male,Caucasian,0,1,1
24,1,Male,African-American,1,0,1
29,5,Male,African-American,0,1,1
22,0,Male,Other,0,0,0
39,2,Female,Hispanic,0,0,0
69,0,Male,Caucasian,0,0,0
25,0,Female,Caucasian,0,0,0
45,0,Male,Caucasian,0,0,0
34,4,Male,African-American,1,1,0
45,13,Male,African-American,1,0,1
54,12,Female,Caucasian,0,0,0
34,10,Male,African-American,1,0,1
28,9,Male,African-American,1,1,0
30,0,Female,African-American,0,1,1
31,9,Female,Caucasian,1,1,0
32,5,Male,Caucasian,1,1,0
33,2,Female,Hispanic,1,0,1
18,4,Male,Caucasian,1,1,0
60,10,Male,African-American,0,1,1
54,0,Male,Caucasian,0,1,1
28,5,Male,African-American,0,1,1
34,3,Male,African-American,0,1,1
28,1,Female,African-American,1,0,1
50,8,Male,Caucasian,0,0,0
38,0,Female,Hispanic,0,0,0
30,10,Male,African-American,1,1,0
28,1,Male,African-American,0,0,0
23,0,Male,Caucasian,1,0,1
23,2,Male,African-American,1,1,0
34,1,Male,Caucasian,0,1,1
37,0,Female,African-American,0,0,0
44,1,Male,Caucasian,0,0,0
21,1,Male,Hispanic,1,1,0
22,3,Male,Caucasian,1,1,0
34,0,Male,African-American,1,0,1
27,1,Male,African-American,0,1,1
39,4,Male,Other,1,0,1
31,5,Male,African-American,0,1,1
22,0,Male,African-American,1,1,0
27,1,Female,African-American,0,0,0
69,0,Female,Hispanic,0,0,0
37,0,Male,Caucasian,1,0,1
27,11,Male,African-American,1,1,0
26,0,Male,African-American,1,0,1
29,5,Male,African-American,1,1,0
28,0,Male,Caucasian,0,0,0
56,4,Male,African-American,1,0,1
25,0,Male,African-American,0,1,1
39,0,Male,Caucasian,0,0,0
51,1,Male,Hispanic,0,0,0
33,12,Male,African-American,1,1,0
57,19,Male,African-American,0,1,1
46,2,Female,Hispanic,0,0,0
24,9,Female,Caucasian,1,1,0
28,2,Male,African-American,0,1,1
44,11,Male,Caucasian,0,1,1
51,15,Male,African-American,1,1,0
53,2,Male,African-American,1,0,1
30,11,Male,African-American,1,1,0
34,15,Male,African-American,0,0,0
30,0,Female,Caucasian,0,0,0
50,5,Male,Hispanic,1,0,1
23,0,Female,Other,0,0,0
32,8,Male,Caucasian,1,0,1
35,1,Male,African-American,1,0,1
41,0,Male,Hispanic,1,0,1
26,4,Male,African-American,1,1,0
23,1,Female,African-American,0,0,0
26,6,Male,African-American,0,1,1
33,1,Female,Caucasian,0,1,1
32,9,Male,Caucasian,1,1,0
37,22,Male,African-American,1,1,0
43,3,Male,Other,0,0,0
56,0,Male,African-American,0,0,0
62,1,Female,Caucasian,1,0,1
22,1,Male,African-American,1,0,1
21,0,Male,Hispanic,0,1,1
31,5,Male,Other,0,1,1
23,1,Male,Hispanic,0,0,0
27,0,Male,Caucasian,0,0,0
43,0,Male,African-American,0,0,0
48,0,Male,African-American,0,0,0
25,1,Female,African-American,0,1,1
55,0,Male,Caucasian,0,0,0
49,3,Male,Caucasian,1,1,0
43,9,Female,African-American,0,1,1
32,8,Male,African-American,0,1,1
37,12,Male,African-American,0,1,1
22,2,Male,Hispanic,0,0,0
24,3,Female,African-American,0,1,1
43,1,Male,Caucasian,1,1,0
36,5,Male,African-American,1,0,1
53,8,Male,Caucasian,0,0,0
25,1,Male,Caucasian,0,1,1
27,0,Male,Caucasian,0,0,0
25,0,Male,Caucasian,1,0,1
51,21,Male,African-American,1,1,0
32,0,Male,African-American,1,0,1
35,0,Male,Hispanic,0,0,0
28,7,Male,African-American,1,1,0
54,0,Female,Caucasian,0,0,0
27,0,Female,African-American,1,0,1
51,4,Male,African-American,0,0,0
32,0,Male,Hispanic,0,0,0
28,7,Male,African-American,1,1,0
24,1,Male,Hispanic,0,0,0
21,1,Male,African-American,1,1,0
36,0,Male,Hispanic,0,0,0
38,1,Male,Caucasian,1,0,1
31,0,Male,African-American,0,0,0
32,1,Male,African-American,1,0,1
33,1,Male,African-American,1,0,1
33,9,Male,Caucasian,0,0,0
24,1,Male,African-American,0,1,1
40,2,Female,African-American,0,0,0
66,3,Male,Caucasian,0,0,0
24,0,Male,Other,1,0,1
57,6,Male,African-American,1,1,0
22,6,Male,African-American,1,1,0
27,1,Male,African-American,0,1,1
35,12,Female,African-American,1,0,1
31,0,Male,African-American,0,0,0
26,3,Female,African-American,0,1,1
26,0,Male,African-American,0,0,0
31,0,Male,Hispanic,0,0,0
34,0,Male,Other,1,0,1
32,0,Male,Hispanic,0,0,0
33,6,Female,African-American,1,0,1
26,2,Male,African-American,1,0,1
38,2,Male,African-American,1,0,1
34,1,Male,Caucasian,0,0,0
39,0,Male,Caucasian,0,0,0
26,6,Female,African-American,1,0,1
37,1,Male,Caucasian,1,0,1
38,1,Male,Hispanic,0,0,0
58,0,Female,Other,1,0,1
31,9,Male,African-American,1,1,0
28,10,Male,African-American,0,1,1
22,1,Female,Caucasian,0,0,0
50,9,Male,Hispanic,1,0,1
54,11,Male,African-American,0,1,1
22,0,Male,African-American,1,0,1
22,1,Male,African-American,1,1,0
36,1,Male,Hispanic,1,0,1
27,1,Male,African-American,0,1,1
20,0,Male,African-American,0,0,0
32,0,Female,African-American,0,0,0
35,4,Female,Caucasian,0,0,0
57,1,Male,Hispanic,0,0,0
23,0,Male,Caucasian,1,1,0
34,2,Male,Hispanic,0,0,0
24,2,Male,Caucasian,0,1,1
30,2,Male,African-American,1,0,1
41,19,Male,African-American,0,0,0
29,2,Male,African-American,0,0,0
29,1,Male,Caucasian,0,0,0
53,1,Male,African-American,0,0,0
32,1,Male,African-American,1,0,1
30,4,Female,African-American,0,0,0
32,2,Male,Hispanic,1,1,0
21,2,Male,Caucasian,0,1,1
27,3,Male,African-American,1,1,0
20,0,Male,African-American,1,0,1
24,1,Male,African-American,1,0,1
24,0,Female,African-American,0,0,0
24,0,Female,African-American,0,0,0
22,1,Male,African-American,0,1,1
53,6,Male,African-American,1,0,1
21,0,Male,Caucasian,0,0,0
26,8,Male,African-American,1,1,0
48,6,Male,African-American,0,0,0
52,7,Male,African-American,1,1,0
34,0,Male,African-American,1,1,0
48,9,Female,Hispanic,0,1,1
39,3,Male,Caucasian,0,0,0
33,0,Male,African-American,0,0,0
30,0,Male,Caucasian,0,0,0
24,0,Female,African-American,0,0,0
54,14,Male,Caucasian,1,1,0
20,0,Male,Other,0,1,1
48,1,Female,Caucasian,1,0,1
21,0,Male,Native American,1,1,0
48,1,Male,Caucasian,0,0,0
24,0,Male,African-American,0,0,0
27,0,Male,African-American,1,0,1
26,8,Male,African-American,1,1,0
69,0,Male,Caucasian,1,0,1
24,0,Male,Caucasian,0,1,1
33,0,Female,African-American,0,0,0
41,14,Male,African-American,1,0,1
48,0,Male,Caucasian,0,0,0
28,7,Male,African-American,0,1,1
44,1,Female,Caucasian,0,0,0
24,2,Male,African-American,1,0,1
34,4,Female,Native American,1,1,0
51,12,Male,African-American,1,1,0
34,7,Male,African-American,1,0,1
29,0,Male,African-American,1,1,0
31,2,Male,Caucasian,0,0,0
46,14,Male,Caucasian,1,1,0
35,1,Male,African-American,0,0,0
24,6,Female,African-American,1,1,0
30,0,Male,Hispanic,0,0,0
25,6,Male,Caucasian,1,1,0
29,2,Male,Caucasian,0,0,0
29,2,Male,African-American,0,0,0
20,2,Male,African-American,1,1,0
39,6,Male,Other,0,1,1
35,23,Male,African-American,1,1,0
51,4,Female,African-American,0,0,0
28,1,Male,Caucasian,1,0,1
44,10,Male,African-American,1,1,0
56,9,Male,Caucasian,1,0,1
31,9,Male,Caucasian,1,1,0
32,2,Male,Caucasian,1,0,1
26,0,Male,African-American,0,0,0
45,1,Female,Caucasian,0,0,0
28,14,Male,Caucasian,0,1,1
49,0,Female,Other,0,0,0
46,2,Male,African-American,0,1,1
29,4,Male,Caucasian,1,1,0
35,13,Male,African-American,1,1,0
25,1,Male,Other,1,1,0
64,0,Female,African-American,0,0,0
24,0,Male,Hispanic,0,0,0
50,7,Male,African-American,0,1,1
62,0,Female,Caucasian,0,0,0
40,13,Male,African-American,0,1,1
25,7,Male,African-American,0,1,1
44,8,Male,Caucasian,1,0,1
31,9,Male,African-American,1,1,0
53,0,Male,Caucasian,0,0,0
59,1,Male,Caucasian,1,0,1
43,1,Male,Caucasian,0,0,0
26,3,Male,African-American,0,1,1
30,2,Female,African-American,0,0,0
31,3,Male,Hispanic,0,0,0
23,4,Male,African-American,0,1,1
41,5,Male,Caucasian,0,1,1
30,9,Female,Caucasian,1,1,0
55,0,Male,Caucasian,0,0,0
44,7,Male,African-American,0,0,0
27,10,Female,African-American,1,1,0
35,1,Female,African-American,0,0,0
31,4,Male,Caucasian,1,1,0
48,0,Female,African-American,0,0,0
37,3,Female,African-American,0,0,0
46,0,Female,Caucasian,0,0,0
43,0,Male,African-American,1,0,1
35,10,Male,African-American,1,1,0
19,0,Male,Caucasian,1,1,0
30,1,Male,African-American,0,0,0
37,0,Female,African-American,0,0,0
39,5,Male,African-American,1,1,0
45,20,Male,Hispanic,1,1,0
20,1,Female,African-American,1,1,0
21,1,Male,African-American,1,1,0
28,0,Male,Caucasian,1,0,1
24,1,Male,Hispanic,1,0,1
22,2,Female,Caucasian,0,1,1
62,0,Male,Caucasian,0,0,0
20,0,Male,African-American,1,1,0
45,3,Female,African-American,0,0,0
30,1,Male,African-American,0,0,0
44,0,Male,African-American,0,0,0
24,0,Male,African-American,0,1,1
28,8,Male,African-American,1,1,0
44,0,Male,African-American,0,0,0
54,0,Male,Caucasian,0,0,0
36,0,Male,African-American,0,0,0
30,0,Male,Caucasian,0,0,0
29,6,Male,African-American,1,1,0
50,9,Male,Caucasian,1,0,1
45,1,Male,Caucasian,1,0,1
50,2,Female,Caucasian,1,0,1
39,3,Female,African-American,0,0,0
30,18,Male,African-American,1,1,0
33,2,Male,African-American,0,0,0
55,3,Male,Caucasian,0,0,0
33,0,Female,Caucasian,1,0,1
54,28,Male,African-American,1,1,0
24,2,Female,African-American,1,1,0
30,9,Male,Caucasian,1,1,0
23,2,Female,African-American,1,0,1
49,0,Male,Caucasian,0,0,0
22,0,Male,African-American,0,1,1
35,2,Male,Caucasian,1,0,1
45,6,Male,African-American,0,1,1
28,0,Male,Hispanic,0,0,0
25,24,Male,Other,1,1,0
31,11,Male,Caucasian,1,1,0
33,4,Male,African-American,0,1,1
30,1,Female,Caucasian,0,0,0
67,2,Male,Caucasian,0,1,1
23,0,Male,African-American,0,0,0
34,4,Male,African-American,0,0,0
35,1,Male,Caucasian,1,1,0
44,0,Female,Caucasian,1,0,1
33,1,Female,African-American,0,0,0
38,1,Female,Caucasian,1,0,1
56,1,Female,African-American,1,0,1
30,1,Male,Other,1,1,0
32,1,Female,Hispanic,1,0,1
25,1,Male,African-American,0,0,0
30,0,Male,Caucasian,1,0,1
38,0,Male,African-American,0,0,0
33,0,Female,Hispanic,0,0,0
37,5,Male,African-American,1,0,1
24,0,Male,African-American,0,0,0
47,1,Male,African-American,0,0,0
51,0,Male,African-American,1,1,0
20,0,Male,Hispanic,1,1,0
20,1,Male,African-American,1,1,0
27,10,Male,African-American,1,1,0
30,4,Male,African-American,0,1,1
22,1,Male,African-American,1,1,0
42,5,Male,Caucasian,0,0,0
35,0,Male,Hispanic,0,0,0
21,1,Male,Caucasian,0,0,0
60,15,Male,African-American,1,1,0
37,2,Male,Other,0,0,0
28,2,Male,Caucasian,1,1,0
22,1,Male,African-American,0,1,1
41,7,Male,African-American,1,0,1
38,4,Male,African-American,0,0,0
46,17,Male,African-American,1,1,0
77,3,Male,Caucasian,0,0,0
51,4,Female,Caucasian,0,1,1
29,4,Male,African-American,1,1,0
28,2,Female,Hispanic,0,1,1
37,0,Male,Native American,0,0,0
33,28,Male,African-American,1,1,0
19,0,Male,Caucasian,1,1,0
22,3,Female,African-American,0,1,1
28,11,Male,African-American,1,0,1
22,0,Male,Caucasian,0,0,0
25,0,Male,African-American,0,0,0
40,0,Male,African-American,0,0,0
28,6,Male,African-American,1,0,1
46,5,Male,Caucasian,0,0,0
21,0,Male,African-American,0,0,0
28,1,Female,Caucasian,0,0,0
25,1,Male,African-American,1,0,1
61,14,Male,African-American,0,1,1
33,0,Female,Caucasian,0,0,0
37,1,Male,Caucasian,1,0,1
29,2,Male,Caucasian,1,0,1
27,1,Female,Caucasian,0,0,0
29,0,Female,African-American,0,0,0
56,31,Male,African-American,1,1,0
21,0,Male,African-American,0,0,0
34,9,Male,African-American,1,0,1
30,3,Male,Caucasian,1,0,1
29,1,Female,African-American,0,0,0
24,1,Male,African-American,0,0,0
53,1,Male,Caucasian,0,1,1
42,8,Female,African-American,1,1,0
39,0,Male,Caucasian,0,0,0
29,7,Male,African-American,1,1,0
44,0,Female,Caucasian,0,0,0
20,1,Male,Hispanic,1,1,0
32,2,Male,Hispanic,1,0,1
20,0,Female,African-American,0,0,0
56,9,Male,African-American,0,1,1
26,15,Male,African-American,0,1,1
43,3,Male,Hispanic,1,0,1
36,16,Male,African-American,1,1,0
52,2,Male,Caucasian,0,0,0
52,1,Male,Caucasian,0,1,1
41,2,Male,African-American,0,0,0
21,2,Male,African-American,0,1,1
27,0,Male,African-American,0,1,1
35,13,Female,African-American,0,0,0
24,0,Male,African-American,1,0,1
24,1,Male,African-American,1,0,1
45,1,Male,Hispanic,0,0,0
29,0,Male,African-American,0,0,0
29,0,Male,Caucasian,0,0,0
27,4,Male,Hispanic,1,0,1
21,3,Male,African-American,1,1,0
34,1,Male,African-American,0,0,0
26,1,Male,African-American,0,1,1
33,9,Male,African-American,1,1,0
33,1,Male,African-American,1,0,1
35,3,Male,Caucasian,0,0,0
55,0,Male,Caucasian,1,0,1
21,1,Male,African-American,1,0,1
23,6,Male,Hispanic,0,1,1
37,0,Male,Caucasian,0,1,1
24,1,Male,African-American,1,0,1
37,0,Male,Caucasian,1,0,1
27,10,Female,African-American,1,1,0
27,1,Female,African-American,0,0,0
27,5,Male,African-American,0,1,1
31,6,Male,Other,0,1,1
48,1,Male,African-American,0,0,0
33,4,Male,Other,1,0,1
29,12,Male,African-American,1,1,0
47,17,Male,African-American,0,1,1
35,0,Male,Caucasian,1,0,1
23,4,Male,Caucasian,1,1,0
27,25,Male,African-American,1,1,0
41,9,Female,Caucasian,1,1,0
52,23,Female,Caucasian,1,1,0
37,4,Male,Other,1,0,1
21,1,Male,African-American,0,1,1
29,11,Male,Caucasian,1,1,0
34,0,Male,Caucasian,1,0,1
29,1,Female,Caucasian,1,1,0
35,2,Male,African-American,0,0,0
28,3,Male,African-American,0,1,1
38,6,Male,African-American,1,1,0
35,22,Male,African-American,1,1,0
25,1,Male,Caucasian,0,1,1
20,0,Male,Other,1,1,0
29,0,Male,African-American,0,0,0
54,1,Male,African-American,0,0,0
33,5,Female,Caucasian,1,1,0
21,0,Male,African-American,1,1,0
24,2,Female,African-American,1,1,0
41,12,Female,Caucasian,1,1,0
32,1,Male,African-American,1,0,1
34,1,Male,Caucasian,0,0,0
23,0,Male,Other,1,0,1
34,2,Male,African-American,1,0,1
33,5,Male,Caucasian,0,1,1
57,16,Male,African-American,1,1,0
37,0,Male,Caucasian,0,0,0
28,3,Male,Hispanic,0,1,1
44,7,Male,Hispanic,1,1,0
30,0,Female,Caucasian,0,1,1
51,0,Male,Caucasian,0,0,0
26,0,Male,Caucasian,0,0,0
23,7,Male,African-American,1,1,0
27,1,Male,Other,1,0,1
29,8,Male,African-American,1,1,0
21,1,Male,Other,1,1,0
25,1,Male,African-American,1,1,0
34,3,Male,African-American,0,0,0
51,0,Male,African-American,1,0,1
56,0,Male,Caucasian,0,0,0
40,1,Male,Caucasian,0,1,1
24,0,Male,African-American,0,0,0
45,38,Male,African-American,1,0,1
32,0,Male,Caucasian,0,0,0
35,3,Male,Caucasian,1,0,1
25,4,Female,African-American,0,1,1
32,1,Male,Caucasian,1,1,0
22,0,Male,African-American,0,1,1
44,0,Male,Caucasian,0,1,1
31,0,Female,African-American,0,0,0
30,1,Male,African-American,0,0,0
60,1,Male,Caucasian,0,0,0
26,2,Female,Caucasian,1,1,0
47,3,Male,African-American,1,0,1
47,1,Female,Hispanic,0,0,0
23,0,Male,African-American,0,0,0
53,4,Male,Hispanic,0,1,1
32,4,Male,Caucasian,0,1,1
27,6,Male,African-American,1,1,0
33,5,Male,African-American,1,1,0
25,3,Male,African-American,0,1,1
23,2,Male,Hispanic,0,1,1
38,3,Male,African-American,0,0,0
31,19,Male,Hispanic,1,1,0
35,1,Male,African-American,0,0,0
33,4,Male,African-American,0,1,1
48,25,Male,African-American,1,1,0
56,3,Male,African-American,0,0,0
23,0,Male,African-American,0,1,1
27,3,Female,Caucasian,1,1,0
35,1,Male,Caucasian,0,0,0
39,0,Female,Caucasian,0,0,0
37,20,Male,African-American,1,1,0
27,0,Male,Caucasian,1,0,1
22,0,Male,Caucasian,1,1,0
28,0,Male,African-American,0,0,0
33,7,Male,African-American,1,1,0
34,12,Male,African-American,1,1,0
30,4,Male,African-American,0,1,1
46,0,Male,Other,1,0,1
43,1,Male,Hispanic,1,0,1
34,2,Male,Caucasian,1,1,0
22,0,Male,Caucasian,0,1,1
53,0,Male,African-American,0,1,1
46,1,Female,African-American,0,0,0
54,0,Male,Hispanic,0,1,1
20,0,Male,African-American,1,0,1
22,2,Male,African-American,0,1,1
32,4,Male,African-American,0,1,1
33,0,Female,Caucasian,1,0,1
36,2,Female,African-American,0,0,0
29,0,Male,Caucasian,0,0,0
57,12,Male,African-American,0,1,1
32,0,Female,Hispanic,0,1,1
46,0,Male,Caucasian,0,0,0
46,1,Male,Caucasian,1,0,1
26,0,Male,Caucasian,0,0,0
41,2,Male,Asian,1,0,1
22,0,Male,African-American,1,0,1
32,8,Male,African-American,0,0,0
31,1,Male,Caucasian,1,1,0
31,1,Male,Hispanic,1,0,1
36,1,Male,African-American,0,0,0
25,2,Male,African-American,1,0,1
22,0,Male,African-American,0,1,1
24,6,Male,Hispanic,1,1,0
33,2,Male,Caucasian,0,0,0
23,0,Male,African-American,0,0,0
20,1,Male,African-American,0,0,0
23,1,Female,African-American,1,0,1
26,1,Male,Hispanic,0,0,0
21,1,Male,African-American,1,1,0
50,3,Male,African-American,0,0,0
34,9,Female,Caucasian,1,1,0
22,2,Male,African-American,1,0,1
23,2,Female,African-American,1,1,0
58,1,Female,Hispanic,0,0,0
26,0,Male,Hispanic,0,1,1
44,9,Male,African-American,0,1,1
50,3,Male,Caucasian,1,0,1
38,0,Male,African-American,0,0,0
46,0,Male,Caucasian,0,0,0
54,1,Female,Caucasian,0,0,0
40,4,Male,Caucasian,1,1,0
26,4,Female,African-American,1,1,0
28,9,Male,Caucasian,0,1,1
20,1,Male,African-American,1,1,0
37,1,Male,Caucasian,1,0,1
44,1,Female,Caucasian,1,0,1
20,1,Male,African-American,1,1,0
48,10,Male,African-American,0,1,1
38,2,Male,African-American,1,0,1
36,3,Male,African-American,1,0,1
34,12,Male,African-American,1,1,0
71,12,Male,African-American,0,1,1
33,8,Male,African-American,0,1,1
33,0,Male,Caucasian,0,0,0
22,0,Male,African-American,0,0,0
22,3,Male,African-American,1,1,0
21,0,Male,African-American,1,0,1
24,0,Female,African-American,1,0,1
33,0,Male,African-American,1,0,1
25,5,Male,Caucasian,1,1,0
23,0,Male,Caucasian,0,0,0
24,0,Male,Caucasian,0,0,0
25,4,Male,Hispanic,0,0,0
25,0,Female,Caucasian,0,0,0
34,1,Male,African-American,0,0,0
19,3,Male,African-American,1,1,0
33,2,Female,Caucasian,0,0,0
37,0,Female,Hispanic,0,0,0
57,19,Male,African-American,0,1,1
63,1,Male,African-American,0,0,0
21,0,Female,Hispanic,1,0,1
36,11,Male,Caucasian,1,1,0
40,2,Male,Native American,0,1,1
20,0,Male,Caucasian,1,1,0
22,1,Male,African-American,1,1,0
41,4,Female,African-American,1,0,1
53,1,Male,Caucasian,1,1,0
24,7,Male,African-American,0,1,1
22,5,Female,African-American,1,1,0
24,1,Male,African-American,0,0,0
21,3,Male,African-American,1,1,0
44,11,Male,African-American,1,0,1
56,16,Male,African-American,0,1,1
23,1,Male,Hispanic,1,0,1
36,1,Male,African-American,1,1,0
41,0,Male,African-American,0,0,0
32,7,Male,African-American,1,1,0
26,2,Male,African-American,1,1,0
33,1,Female,Caucasian,0,0,0
24,2,Male,African-American,1,1,0
27,3,Male,African-American,1,0,1
34,3,Female,Caucasian,0,1,1
47,1,Male,Caucasian,1,0,1
39,1,Male,Caucasian,0,0,0
22,0,Female,African-American,0,0,0
28,4,Male,African-American,0,1,1
23,2,Male,African-American,0,1,1
29,6,Male,African-American,1,1,0
63,10,Male,African-American,1,1,0
56,4,Male,Caucasian,0,0,0
51,7,Male,Caucasian,1,0,1
24,2,Male,African-American,1,0,1
29,0,Male,African-American,0,1,1
30,1,Male,African-American,0,0,0
45,17,Male,African-American,1,0,1
30,6,Male,African-American,1,1,0
48,2,Male,Caucasian,0,0,0
21,0,Female,Other,0,0,0
40,0,Female,Caucasian,0,0,0
36,0,Male,African-American,0,0,0
30,2,Male,Other,0,0,0
21,0,Male,Hispanic,0,0,0
40,0,Female,African-American,0,0,0
22,0,Male,African-American,0,1,1
36,2,Male,African-American,1,1,0
23,1,Male,African-American,0,1,1
52,0,Female,Caucasian,1,0,1
39,1,Male,African-American,0,0,0
42,0,Female,Caucasian,1,0,1
32,0,Male,African-American,1,0,1
45,2,Male,Caucasian,0,0,0
31,2,Female,Caucasian,0,1,1
25,7,Male,African-American,1,1,0
21,1,Male,Other,1,0,1
25,2,Male,Caucasian,0,1,1
30,1,Male,Other,1,1,0
39,0,Female,Caucasian,1,1,0
37,0,Male,African-American,0,0,0
22,1,Female,African-American,1,0,1
34,2,Male,African-American,0,0,0
19,1,Male,African-American,1,1,0
37,4,Male,Hispanic,0,0,0
21,2,Male,African-American,1,1,0
27,7,Male,African-American,0,1,1
45,1,Male,Hispanic,0,0,0
34,3,Male,Other,0,0,0
37,2,Male,African-American,0,1,1
28,2,Female,African-American,0,0,0
20,1,Male,Caucasian,1,1,0
45,0,Male,Caucasian,0,0,0
34,0,Male,African-American,0,1,1
25,5,Female,African-American,0,1,1
26,3,Male,African-American,0,1,1
26,2,Male,Caucasian,1,1,0
36,2,Male,African-American,1,0,1
31,3,Male,African-American,1,1,0
32,3,Female,African-American,1,0,1
25,2,Male,African-American,0,0,0
34,0,Male,Caucasian,0,1,1
22,1,Male,Caucasian,0,1,1
43,0,Female,Caucasian,1,0,1
38,11,Male,Caucasian,1,1,0
26,0,Male,Other,0,0,0
34,0,Female,Caucasian,1,0,1
23,11,Male,Caucasian,1,1,0
53,1,Male,Caucasian,1,1,0
30,2,Male,Caucasian,0,0,0
30,1,Male,Caucasian,0,1,1
21,0,Male,African-American,1,0,1
37,4,Male,African-American,0,0,0
56,7,Male,Caucasian,1,0,1
22,1,Male,African-American,1,1,0
22,0,Male,African-American,0,1,1
33,5,Male,Other,0,0,0
51,12,Male,African-American,1,1,0
43,8,Male,African-American,1,0,1
31,15,Male,African-American,0,1,1
42,2,Female,African-American,0,0,0
26,0,Male,Hispanic,0,0,0
26,3,Male,Caucasian,1,1,0
39,3,Male,Caucasian,1,0,1
52,1,Female,African-American,0,0,0
42,0,Male,Caucasian,0,0,0
44,2,Male,Hispanic,0,0,0
52,0,Male,Other,0,0,0
42,10,Male,African-American,1,0,1
25,2,Male,Caucasian,0,1,1
25,0,Male,Caucasian,0,0,0
29,1,Female,African-American,0,0,0
64,13,Male,African-American,1,1,0
33,5,Male,African-American,0,0,0
22,0,Male,African-American,0,1,1
34,13,Male,African-American,1,1,0
32,4,Male,African-American,1,1,0
23,6,Male,African-American,1,1,0
46,3,Male,Caucasian,0,0,0
40,1,Female,African-American,0,0,0
23,1,Male,African-American,1,0,1
40,4,Female,Caucasian,0,0,0
41,3,Female,Caucasian,0,1,1
21,1,Male,African-American,1,1,0
25,2,Male,Hispanic,1,0,1
35,1,Male,African-American,1,1,0
48,1,Male,Caucasian,1,1,0
41,0,Female,Hispanic,0,0,0
34,6,Male,African-American,1,0,1
26,3,Male,African-American,1,1,0
20,0,Male,African-American,1,0,1
30,11,Male,African-American,0,1,1
23,0,Male,Caucasian,1,0,1
29,5,Male,African-American,0,0,0
27,1,Male,African-American,0,1,1
53,0,Male,Caucasian,0,0,0
48,0,Male,Caucasian,1,0,1
23,0,Male,African-American,0,0,0
26,1,Female,African-American,0,1,1
21,3,Male,African-American,1,1,0
31,5,Male,Caucasian,1,1,0
32,2,Male,Caucasian,0,0,0
22,1,Male,African-American,1,1,0
40,0,Female,Caucasian,0,0,0
28,25,Male,African-American,1,1,0
58,38,Male,African-American,1,1,0
54,8,Male,African-American,1,0,1
29,2,Male,Caucasian,0,0,0
42,0,Male,Caucasian,0,1,1
28,0,Female,African-American,0,0,0
34,2,Male,Hispanic,1,0,1
53,0,Female,Caucasian,0,0,0
48,4,Male,Other,1,0,1
49,1,Male,Caucasian,0,1,1
46,1,Male,Caucasian,0,0,0
31,0,Female,African-American,0,1,1
28,0,Female,African-American,0,0,0
22,0,Male,African-American,0,1,1
20,2,Male,African-American,1,1,0
25,1,Male,African-American,1,0,1
44,6,Male,Other,1,0,1
28,1,Female,African-American,0,0,0
28,10,Female,African-American,1,1,0
22,0,Male,Caucasian,1,0,1
54,22,Male,African-American,1,1,0
68,0,Male,Caucasian,0,0,0
25,1,Female,African-American,0,0,0
36,26,Male,Hispanic,1,1,0
21,0,Male,African-American,0,0,0
65,11,Male,African-American,0,1,1
26,7,Male,African-American,0,0,0
22,1,Male,African-American,1,0,1
33,3,Male,African-American,1,1,0
42,5,Male,African-American,0,0,0
35,2,Male,African-American,0,0,0
29,16,Male,African-American,1,1,0
27,1,Male,African-American,0,1,1
24,3,Female,Caucasian,1,1,0
52,23,Male,African-American,1,0,1
25,2,Male,Caucasian,0,0,0
55,0,Male,African-American,0,0,0
32,4,Male,African-American,1,1,0
26,3,Male,African-American,0,1,1
22,1,Male,Caucasian,1,1,0
35,8,Male,African-American,1,1,0
25,5,Male,African-American,0,1,1
29,1,Male,Caucasian,0,0,0
41,0,Male,Hispanic,0,0,0
35,5,Female,African-American,0,0,0
32,6,Male,African-American,1,1,0
44,0,Male,Caucasian,1,0,1
31,1,Male,Caucasian,1,0,1
33,0,Male,African-American,0,0,0
28,5,Male,African-American,1,1,0
32,0,Female,Caucasian,0,1,1
25,13,Male,African-American,1,1,0
